File Number,Date,Source,Allegation,Status,Finding,Case Status
24-0038,03/13/2024,External,,Completed,,Closed
24-0026,02/14/2024,Internal,Secondary Employment,Active,,Charging
24-0121,06/27/2024,External,Discrim/Harassment/Use of Derogatory Language,Active,,Investigation
23-0155,08/22/2023,Internal,Neglect of Duty/Unsatisfactory Performance,Active,Merged,Trial Board
24-0140,07/18/2024,External,,Completed,,Closed
24-0143,07/18/2024,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,Closed
24-0137,07/15/2024,External,none,Completed,,Closed
24-0142,07/18/2024,External,None,Completed,Declined,Closed
24-0135,07/11/2024,External,,Completed,,Closed
24-0139,07/18/2024,External,Conformance to Law,Completed,,Closed
24-0003,01/24/2024,Internal,Conduct Unbecoming,Completed,Administrative Closure,Closed
24-0115,06/18/2024,External,,Completed,,Closed
24-0137,07/15/2024,External,,Completed,,Closed
24-0134,07/11/2024,External,Conformance to Law,Completed,Declined,Closed
24-0003,01/24/2024,Internal,Punctuality,Completed,Administrative Closure,Closed
24-0003,01/24/2024,Internal,Conformance to Law,Completed,Administrative Closure,Closed
24-0142,07/18/2024,External,Use of Force,Completed,,Closed
22-0081,05/20/2022,,Conformance to Law,Completed,No Corrective Action Tak,
23-0142,08/08/2023,Internal,Conformance to Law,Active,Exonerated,Trial Board
23-0220,10/19/2023,External,Use of Force,Active,Unfounded,Trial Board
23-0171,09/07/2023,External,Discrim/Harassment/Use of Derogatory Language,Active,Unfounded,Trial Board
23-0210,10/09/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,Closed
23-0253,11/22/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,Closed
23-0199,09/14/2023,External,Conduct Unbecoming,Completed,Declined,Closed
23-0201,09/14/2023,External,Conformance to Law,Completed,Declined,Closed
23-0186,09/13/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,Closed
23-0252,11/22/2023,External,,Completed,,Closed
23-0175,09/11/2023,External,,Completed,,Closed
24-0012,01/25/2024,External,Courtesy,Completed,Corrective Action Taken,Corrective Action taken-Intake/CLI
23-0203,09/19/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,Closed
23-0199,09/14/2023,External,Conformance to Law,Completed,Declined,Closed
24-0121,06/27/2024,External,Conformance to Law,Active,,Investigation
23-0199,09/14/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,Closed
23-0211,10/09/2023,External,Courtesy,Completed,Declined,Closed
23-0219,10/19/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,Closed
23-0254,11/27/2023,External,,Completed,,Closed
23-0226,10/26/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,Closed
23-0227,10/26/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,Closed
23-0227,10/26/2023,External,Conformance to Law,Completed,Declined,Closed
24-0017,01/30/2024,Internal,Conduct Unbecoming,Active,,Charging
23-0217,10/16/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,Closed
24-0093,05/20/2024,Internal,Untruthful Statements,Completed,Administrative Closure,Closed
24-0026,02/14/2024,Internal,Conformance to Law,Active,,Charging
23-0142,08/08/2023,Internal,Conduct Unbecoming,Active,Merged,Trial Board
23-0163,09/06/2023,External,Courtesy,Active,Unfounded,Trial Board
23-0229,10/26/2023,External,Use of Force,Active,Exonerated,Trial Board
23-0072,04/24/2023,External,Conformance to Law,Completed,No Corrective Action Tak,Closed
23-0072,04/24/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,Closed
23-0143,08/09/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,Closed
24-0243,12/10/2024,External,Courtesy,Active,,Investigation
24-0240,12/10/2024,External,Courtesy,Active,,Investigation
24-0043,04/10/2024,Internal,Neglect of Duty/Unsatisfactory Performance,Forwarded,,Charging
24-0023,02/02/2024,External,Courtesy,Completed,Unfounded,Closed
23-0272,12/21/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,Closed
23-0198,09/14/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure,Closed
23-0260,12/07/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,Corrective Action Taken-Intake
24-0004,01/24/2024,External,Courtesy,Completed,Exonerated,Closed
23-0247,11/15/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,Closed
23-0260,12/07/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,Corrective Action Taken-Intake
23-0024,03/10/2023,Internal,Conformance to Law,Completed,Sustained,Ultimate Discipline
23-0267,12/19/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,Unfounded,Closed
24-0021,02/02/2024,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,Closed
24-0011,01/25/2024,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,Closed
23-0280,01/11/2024,External,Conformance to Law,Forwarded,,Charging
24-0043,04/10/2024,Internal,Conduct Unbecoming,Forwarded,,Charging
23-0259,12/07/2023,External,Courtesy,Completed,Exonerated,Closed
23-0280,01/11/2024,External,Use of Force,Forwarded,,Charging
23-0167,09/06/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure,Closed
24-0046,04/15/2024,External,Conformance to Law,Completed,Declined,Closed
23-0013,02/02/2023,Internal,Use of Force,Completed,No Corrective Action Tak,Closed
24-0019,02/02/2024,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,Closed
24-0051,04/18/2024,External,Neglect of Duty/Unsatisfactory Performance,Active,,Investigation
24-0020,02/02/2024,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,Closed
23-0164,09/06/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure,Closed
24-0025,02/14/2024,Internal,Neglect of Duty/Unsatisfactory Performance,Forwarded,,Investigation
24-0050,04/18/2024,Internal,Conformance to Law,Active,,Investigation
24-0051,04/18/2024,External,Conformance to Law,Active,,Investigation
24-0033,02/21/2024,External,,Completed,,Closed
24-0013,01/26/2024,External,Courtesy,Completed,Declined,Closed
24-0015,01/26/2024,External,,Completed,,Closed
24-0014,01/26/2024,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,Closed
23-0153,08/17/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,Unfounded,Closed
24-0047,04/16/2024,External,,Completed,,Closed
24-0048,04/16/2024,External,Courtesy,Completed,Declined,Closed
24-0007,01/24/2024,External,Courtesy,Completed,No Corrective Action Tak,Closed
24-0054,04/22/2024,External,Use of Force,Active,,Investigation
24-0023,02/02/2024,External,Neglect of Duty/Unsatisfactory Performance,Completed,Unfounded,Closed
24-0054,04/22/2024,External,Neglect of Duty/Unsatisfactory Performance,Active,,Investigation
24-0055,04/22/2024,External,Neglect of Duty/Unsatisfactory Performance,Active,,Investigation
24-0052,04/22/2024,External,Neglect of Duty/Unsatisfactory Performance,Active,,Investigation
24-0055,04/22/2024,External,Conformance to Law,Active,,Investigation
23-0271,12/21/2023,External,Neglect of Duty/Unsatisfactory Performance,Forwarded,,Trial Board
23-0280,01/11/2024,External,Courtesy,Forwarded,,Charging
24-0004,01/24/2024,External,Neglect of Duty/Unsatisfactory Performance,Completed,Exonerated,Closed
23-0271,12/21/2023,External,Courtesy,Forwarded,,Trial Board
23-0267,12/19/2023,External,Conformance to Law,Completed,Unfounded,Closed
23-0207,10/02/2023,External,Neglect of Duty/Unsatisfactory Performance,Active,,Investigation
23-0207,10/02/2023,External,Courtesy,Active,,Investigation
23-0274,12/21/2023,Internal,Conformance to Law,Completed,Exonerated,Closed
24-0106,06/05/2024,Internal,Secondary Employment,Active,,Investigation
23-0274,12/21/2023,Internal,Conduct Unbecoming,Completed,Exonerated,Closed
23-0200,09/14/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,Unfounded,Closed
24-0110,06/11/2024,Internal,Conformance to Law,Active,,Investigation
23-0248,11/15/2023,External,Courtesy,Completed,Unfounded,Closed
23-0177,09/11/2023,External,Courtesy,Completed,Exonerated,Closed
24-0122,07/02/2024,Internal,Conformance to Law,Completed,Declined,Closed
23-0151,08/15/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,Exonerated,Closed
24-0132,07/10/2024,External,Conduct Unbecoming,Active,,Investigation
24-0126,07/10/2024,External,Conformance to Law,Completed,Declined,Closed
23-0191,09/13/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,Unfounded,Closed
24-0010,01/25/2024,External,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure,Closed
24-0103,06/05/2024,External,Conformance to Law,Completed,Declined,Closed
23-0138,08/03/2023,Internal,Conduct Unbecoming,Active,,Appeal
24-0111,06/18/2024,External,,Completed,,Closed
24-0133,07/10/2024,,Conformance to Law,Completed,Declined,Closed
24-0117,06/18/2024,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,Closed
24-0173,08/26/2024,External,Courtesy,Active,,Investigation
24-0171,08/26/2024,External,,Completed,,Closed
21-0223,12/16/2021,Internal,Abuse of Process,Completed,Sustained,
24-0162,08/08/2024,External,,Completed,,Closed
23-0220,10/19/2023,External,Neglect of Duty/Unsatisfactory Performance,Active,,Trial Board
22-0136,07/22/2022,Internal,Att to Duty/Use Alch-Drugs,Completed,Sustained,Ultimate Discipline
23-0229,10/26/2023,External,Conformance to Law,Active,,Trial Board
24-0147,07/24/2024,External,Conformance to Law,Completed,Declined,Closed
23-0169,09/06/2023,External,Maintenance of Property,Completed,Sustained,Ultimate Discipline
23-0246,11/15/2023,External,Conduct Unbecoming,Active,,Trial Board
23-0229,10/26/2023,External,Neglect of Duty/Unsatisfactory Performance,Active,,Trial Board
24-0155,08/01/2024,External,Conformance to Law,Completed,Declined,Closed
23-0195,09/14/2023,External,Discrim/Harassment/Use of Derogatory Language,Completed,Unfounded,Closed
24-0152,08/01/2024,External,Conformance to Law,Active,,Investigation
24-0157,08/06/2024,External,Courtesy,Active,,Investigation
21-0082,05/12/2021,External,Courtesy,Completed,No Corrective Action Tak,
24-0175,08/27/2024,External,Conformance to Law,Active,,Investigation
21-0015,01/25/2021,Internal,Conduct Unbecoming,Completed,No Corrective Action Tak,
23-0137,08/03/2023,Internal,Discrim/Harassment/Use of Derogatory Language,Completed,Unfounded,Closed
21-0223,12/16/2021,Internal,Conduct Unbecoming,Completed,Sustained,
24-0160,08/08/2024,External,,Completed,,Closed
24-0149,08/01/2024,Internal,Conformance to Law,Active,,Investigation
24-0168,08/21/2024,External,Conformance to Law,Active,,Investigation
19-0058,04/04/2019,External,Conformance to Law,Completed,Administrative Closure,
24-0149,08/01/2024,Internal,Secondary Employment,Active,,Investigation
21-0113,07/21/2021,External,Conduct Unbecoming,Completed,No Corrective Action Tak,
24-0167,08/20/2024,External,Conformance to Law,Active,,Investigation
19-0058,04/04/2019,External,Abuse of Process,Completed,Administrative Closure,
21-0109,07/19/2021,External,Conformance to Law,Completed,No Corrective Action Tak,
23-0137,08/03/2023,Internal,Conduct Unbecoming,Completed,Unfounded,Closed
23-0169,09/06/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,Exonerated,Ultimate Discipline
20-0026,02/05/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
23-0206,10/02/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,Exonerated,Closed
24-0184,09/11/2024,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,Closed
23-0213,10/10/2023,External,Use of Force,Completed,Exonerated,Closed
24-0158,08/07/2024,External,,Active,,Investigation
22-0136,07/22/2022,Internal,Punctuality,Completed,Administrative Closure,Ultimate Discipline
23-0004,01/12/2023,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Exonerated,Ultimate Discipline
22-0136,07/22/2022,Internal,Maintenance of Property,Completed,Sustained,Ultimate Discipline
23-0213,10/10/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,Exonerated,Closed
24-0086,05/14/2024,Internal,Conformance to Law,Completed,Administrative Closure,Closed
24-0131,07/10/2024,External,,Completed,,Closed
24-0180,09/05/2024,External,Discrim/Harassment/Use of Derogatory Language,Active,,Investigation
19-0058,04/04/2019,External,Conduct Unbecoming,Completed,Sustained,
23-0004,01/12/2023,Internal,Conformance to Law,Completed,Exonerated,Ultimate Discipline
23-0195,09/14/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,Unfounded,Closed
20-0147,09/03/2020,Internal,Conformance to Law,Completed,Administrative Closure,
24-0159,08/07/2024,External,Conformance to Law,Active,,Investigation
22-0136,07/22/2022,Internal,Conduct Unbecoming,Completed,Sustained,Ultimate Discipline
23-0004,01/12/2023,Internal,Conformance to Law,Completed,Sustained,Ultimate Discipline
24-0183,09/11/2024,External,Conformance to Law,Completed,Declined,Closed
24-0165,08/09/2024,External,,Completed,,
24-0161,08/08/2024,External,Conformance to Law,Completed,Declined,Closed
23-0246,11/15/2023,External,Courtesy,Active,,Trial Board
24-0169,08/22/2024,External,,Completed,,Closed
24-0151,08/01/2024,External,Courtesy,Active,,Investigation
24-0158,08/07/2024,External,Conformance to Law,Active,,Investigation
24-0176,09/05/2024,External,Conformance to Law,Active,,Investigation
20-0147,09/03/2020,Internal,Conduct Unbecoming,Completed,Administrative Closure,
24-0181,09/09/2024,External,Discrim/Harassment/Use of Derogatory Language,Active,,Investigation
24-0175,08/27/2024,External,Conduct Unbecoming,Active,,Investigation
21-0223,12/16/2021,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained,
24-0153,08/01/2024,External,Conformance to Law,Active,,Investigation
21-0081,05/10/2021,External,Secondary Employment,Completed,Administrative Closure,
21-0015,01/25/2021,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
24-0154,08/01/2024,External,,Completed,,Closed
22-0136,07/22/2022,Internal,Secondary Employment,Completed,Sustained,Ultimate Discipline
20-0181,10/12/2020,External,Discrimination/Harassment,Completed,Administrative Closure,
21-0223,12/16/2021,Internal,Conformance to Law,Completed,Administrative Closure,
24-0157,08/06/2024,External,Conformance to Law,Active,,Investigation
20-0181,10/12/2020,External,Conduct Unbecoming,Completed,Administrative Closure,
22-0136,07/22/2022,Internal,Conformance to Law,Completed,Administrative Closure,Ultimate Discipline
23-0206,10/02/2023,External,Abuse of Authority,Completed,Exonerated,Closed
19-0058,04/04/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure,
24-0009,01/25/2024,External,,Completed,,Closed
23-0171,09/07/2023,External,Conformance to Law,Active,,Trial Board
23-0004,01/12/2023,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure,Ultimate Discipline
24-0156,08/06/2024,External,,Completed,,Closed
21-0165,09/13/2021,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
20-0181,10/12/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure,
22-0136,07/22/2022,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained,Ultimate Discipline
24-0250,12/27/2024,External,Courtesy,Initial,,Investigation
23-0262,12/07/2023,External,Conformance to Law,Completed,Administrative Closure,Investigation
24-0037,03/13/2024,External,Conformance to Law,Completed,Exonerated,Charging
23-0262,12/07/2023,External,Courtesy,Completed,Administrative Closure,Investigation
24-0251,01/02/2025,External,,Initial,,
22-0156,08/30/2022,Internal,Discrim/Harassment/Use of Derogatory Language,Active,Exonerated,Trial Board
23-0225,10/25/2023,Internal,Conformance to Law,Active,,Charging
22-0156,08/30/2022,Internal,Conformance to Law,Active,,Trial Board
